ID,Labeled Data,Label,Created By,Project Name,Created At,Seconds to Label,External ID,Agreement,Dataset Name,Reviews,View Label
cjmb1aqwmd1zf0780nmaqonnk,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_detect4_2016-11-12-14-53-37_bag__right_right_image_raw17061909370863.png,"{""circle_green"":[{""geometry"":[{""x"":125,""y"":236},{""x"":125,""y"":315},{""x"":163,""y"":315},{""x"":163,""y"":236}]}],""triangle_blue"":[{""geometry"":[{""x"":215,""y"":246},{""x"":215,""y"":322},{""x"":286,""y"":322},{""x"":286,""y"":246}]}],""target_large"":[{""geometry"":[{""x"":192,""y"":173},{""x"":192,""y"":232},{""x"":236,""y"":232},{""x"":236,""y"":173}]}],""target_small"":[{""geometry"":[{""x"":264,""y"":188},{""x"":264,""y"":226},{""x"":290,""y"":226},{""x"":290,""y"":188}]}]}",kma1660@gmail.com,navigator_computer_vision,1537475638000,16.347,2016-11-12_detect4_2016-11-12-14-53-37_bag__right_right_image_raw17061909370863,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb1aqwmd1zf0780nmaqonnk
cjmb1ae92d1wa0780cf3ypsw3,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_2016-11-12-16-12-17_bag__right_right_image_raw21824902879113.png,"{""triangle_red"":[{""geometry"":[{""x"":581,""y"":235},{""x"":581,""y"":423},{""x"":751,""y"":423},{""x"":751,""y"":235}]}],""target_large"":[{""geometry"":[{""x"":538,""y"":71},{""x"":538,""y"":198},{""x"":647,""y"":198},{""x"":647,""y"":71}]}],""target_small"":[{""geometry"":[{""x"":719,""y"":114},{""x"":719,""y"":197},{""x"":788,""y"":197},{""x"":788,""y"":114}]}]}",kma1660@gmail.com,navigator_computer_vision,1537475622000,10.941,2016-11-12_2016-11-12-16-12-17_bag__right_right_image_raw21824902879113,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb1ae92d1wa0780cf3ypsw3
cjmb1a5rpohdr0728s8ve3gap,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_chained1_2016-11-12-13-08-10_bag__right_right_image_raw10981832029758.png,"{""cruciform_green"":[{""geometry"":[{""x"":481,""y"":251},{""x"":481,""y"":339},{""x"":550,""y"":339},{""x"":550,""y"":251}]}],""triangle_red"":[{""geometry"":[{""x"":601,""y"":259},{""x"":601,""y"":343},{""x"":643,""y"":343},{""x"":643,""y"":259}]}]}",kma1660@gmail.com,navigator_computer_vision,1537475611000,9.488,2016-11-12_chained1_2016-11-12-13-08-10_bag__right_right_image_raw10981832029758,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb1a5rpohdr0728s8ve3gap
cjmb19ye2ohbu0728lgl1pom4,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_chained1_2016-11-12-13-08-10_bag__right_right_image_raw10797783270107.png,"{""totem_red"":[{""geometry"":[{""x"":760,""y"":286},{""x"":760,""y"":331},{""x"":813,""y"":331},{""x"":813,""y"":286}]}]}",kma1660@gmail.com,navigator_computer_vision,1537475601000,5.036,2016-11-12_chained1_2016-11-12-13-08-10_bag__right_right_image_raw10797783270107,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb19ye2ohbu0728lgl1pom4
cjmb19ugkoh9n07282geow3rx,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_2016-11-12-16-07-59_bag__right_right_image_raw21589170908891.png,"{""triangle_red"":[{""geometry"":[{""x"":504,""y"":230},{""x"":504,""y"":426},{""x"":681,""y"":426},{""x"":681,""y"":230}]}],""target_large"":[{""geometry"":[{""x"":454,""y"":66},{""x"":454,""y"":194},{""x"":569,""y"":194},{""x"":569,""y"":66}]}],""target_small"":[{""geometry"":[{""x"":642,""y"":105},{""x"":642,""y"":187},{""x"":713,""y"":187},{""x"":713,""y"":105}]}]}",kma1660@gmail.com,navigator_computer_vision,1537475596000,13.745,2016-11-12_2016-11-12-16-07-59_bag__right_right_image_raw21589170908891,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb19ugkoh9n07282geow3rx
cjmb19jwzoh7e0728k2lukljl,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_chained1_2016-11-12-13-08-10_bag__stereo_right_image_raw11034166997352.png,"{""None"":[{""geometry"":{""x"":446,""y"":261}}]}",kma1660@gmail.com,navigator_computer_vision,1537475582000,1.151,2016-11-12_chained1_2016-11-12-13-08-10_bag__stereo_right_image_raw11034166997352,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb19jwzoh7e0728k2lukljl
cjmb19iw5oh5z0728753fvs11,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_buoys_2016-11-12-10-42-28_bag__stereo_left_image_raw2189549827750.png,"{""None"":[{""geometry"":{""x"":452,""y"":230}}]}",kma1660@gmail.com,navigator_computer_vision,1537475581000,1.566,2016-11-12_buoys_2016-11-12-10-42-28_bag__stereo_left_image_raw2189549827750,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb19iw5oh5z0728753fvs11
cjmb19hnloh5f07284bykf32r,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_docking_2016-11-12-14-18-58_bag__stereo_left_image_raw15002648573767.png,"{""cruciform_green"":[{""geometry"":[{""x"":492,""y"":36},{""x"":492,""y"":119},{""x"":569,""y"":119},{""x"":569,""y"":36}]}]}",kma1660@gmail.com,navigator_computer_vision,1537475580000,4.784,2016-11-12_docking_2016-11-12-14-18-58_bag__stereo_left_image_raw15002648573767,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb19hnloh5f07284bykf32r
cjmb19dxsoh430728ayok2aye,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_dock2_2016-11-12-14-16-13_bag__stereo_left_image_raw14833358751961.png,"{""None"":[{""geometry"":{""x"":473,""y"":203}}]}",kma1660@gmail.com,navigator_computer_vision,1537475575000,1.594,2016-11-12_dock2_2016-11-12-14-16-13_bag__stereo_left_image_raw14833358751961,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb19dxsoh430728ayok2aye
cjmb19coioh2z07286g6yiefy,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_dock3_2016-11-12-14-17-17_bag__stereo_left_image_raw14881324883899.png,"{""None"":[{""geometry"":{""x"":484,""y"":228}}]}",kma1660@gmail.com,navigator_computer_vision,1537475573000,1.324,2016-11-12_dock3_2016-11-12-14-17-17_bag__stereo_left_image_raw14881324883899,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb19coioh2z07286g6yiefy
cjmb19bmuoh2g0728fu4woerp,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_docking3_2016-11-12-14-37-50_bag__stereo_left_image_raw16143398422627.png,"{""None"":[{""geometry"":{""x"":489,""y"":221}}]}",kma1660@gmail.com,navigator_computer_vision,1537475572000,2.191,2016-11-12_docking3_2016-11-12-14-37-50_bag__stereo_left_image_raw16143398422627,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb19bmuoh2g0728fu4woerp
cjmb199wld1lj0780wl92kck4,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_chained1_2016-11-12-13-08-10_bag__stereo_right_image_raw10849991987823.png,"{""None"":[{""geometry"":{""x"":398,""y"":189}}]}",kma1660@gmail.com,navigator_computer_vision,1537475570000,7.618,2016-11-12_chained1_2016-11-12-13-08-10_bag__stereo_right_image_raw10849991987823,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb199wld1lj0780wl92kck4
cjmb193zloh0h0728jg8m8eym,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_lookatobjects_ira_2016-11-12-11-14-45_bag__stereo_right_image_raw4076764376477.png,"{""None"":[{""geometry"":{""x"":399,""y"":219}}]}",kma1660@gmail.com,navigator_computer_vision,1537475562000,1.305,2016-11-12_lookatobjects_ira_2016-11-12-11-14-45_bag__stereo_right_image_raw4076764376477,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb193zloh0h0728jg8m8eym
cjmb192xld1jo0780ha0ghprf,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_chained1_2016-11-12-13-08-10_bag__right_right_image_raw10931763879832.png,"{""None"":[{""geometry"":{""x"":389,""y"":324}}]}",kma1660@gmail.com,navigator_computer_vision,1537475560000,1.402,2016-11-12_chained1_2016-11-12-13-08-10_bag__right_right_image_raw10931763879832,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb192xld1jo0780ha0ghprf
cjmb191tdd1j20780kdsyi547,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_docking2_2016-11-12-14-33-13_bag__stereo_left_image_raw15857687459652.png,"{""cruciform_green"":[{""geometry"":[{""x"":228,""y"":39},{""x"":228,""y"":119},{""x"":308,""y"":119},{""x"":308,""y"":39}]}]}",kma1660@gmail.com,navigator_computer_vision,1537475559000,4.427,2016-11-12_docking2_2016-11-12-14-33-13_bag__stereo_left_image_raw15857687459652,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb191tdd1j20780kdsyi547
cjmb18ycoogy90728nrwacblk,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_dock2_2016-11-12-14-16-13_bag__stereo_left_image_raw14821298622029.png,"{""cruciform_green"":[{""geometry"":[{""x"":57,""y"":63},{""x"":57,""y"":106},{""x"":111,""y"":106},{""x"":111,""y"":63}]}]}",kma1660@gmail.com,navigator_computer_vision,1537475555000,5.505,2016-11-12_dock2_2016-11-12-14-16-13_bag__stereo_left_image_raw14821298622029,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb18ycoogy90728nrwacblk
cjmb18u2nogx40728zzv2vhq3,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_chained1_2016-11-12-13-08-10_bag__right_right_image_raw11070244820865.png,"{""circle_green"":[{""geometry"":[{""x"":604,""y"":224},{""x"":604,""y"":414},{""x"":789,""y"":414},{""x"":789,""y"":224}]}],""target_large"":[{""geometry"":[{""x"":552,""y"":70},{""x"":552,""y"":184},{""x"":658,""y"":184},{""x"":658,""y"":70}]}],""target_small"":[{""geometry"":[{""x"":734,""y"":99},{""x"":734,""y"":177},{""x"":814,""y"":177},{""x"":814,""y"":99}]}]}",kma1660@gmail.com,navigator_computer_vision,1537475549000,13.165,2016-11-12_chained1_2016-11-12-13-08-10_bag__right_right_image_raw11070244820865,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb18u2nogx40728zzv2vhq3
cjmb18jvaogtt0728120fd09b,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_dock2_2016-11-12-14-16-13_bag__stereo_right_image_raw14849468423115.png,"{""None"":[{""geometry"":{""x"":408,""y"":222}}]}",kma1660@gmail.com,navigator_computer_vision,1537475536000,2.126,2016-11-12_dock2_2016-11-12-14-16-13_bag__stereo_right_image_raw14849468423115,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb18jvaogtt0728120fd09b
cjmb18i73d1da0780679l6zqf,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_detect1_2016-11-12-11-44-02_bag__right_right_image_raw5726739425230.png,"{""triangle_red"":[{""geometry"":[{""x"":497,""y"":261},{""x"":497,""y"":339},{""x"":567,""y"":339},{""x"":567,""y"":261}]}],""target_large"":[{""geometry"":[{""x"":476,""y"":193},{""x"":476,""y"":244},{""x"":523,""y"":244},{""x"":523,""y"":193}]}],""target_small"":[{""geometry"":[{""x"":552,""y"":208},{""x"":552,""y"":243},{""x"":584,""y"":243},{""x"":584,""y"":208}]}]}",kma1660@gmail.com,navigator_computer_vision,1537475534000,12.12,2016-11-12_detect1_2016-11-12-11-44-02_bag__right_right_image_raw5726739425230,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb18i73d1da0780679l6zqf
cjmb188z6d1an0780y63aqca8,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_detect4_2016-11-12-14-53-37_bag__right_right_image_raw17186344783109.png,"{""circle_green"":[{""geometry"":[{""x"":211,""y"":239},{""x"":211,""y"":317},{""x"":244,""y"":317},{""x"":244,""y"":239}]}],""triangle_blue"":[{""geometry"":[{""x"":288,""y"":249},{""x"":288,""y"":325},{""x"":369,""y"":325},{""x"":369,""y"":249}]}],""target_large"":[{""geometry"":[{""x"":267,""y"":173},{""x"":267,""y"":233},{""x"":313,""y"":233},{""x"":313,""y"":173}]}],""target_small"":[{""geometry"":[{""x"":334,""y"":191},{""x"":334,""y"":227},{""x"":366,""y"":227},{""x"":366,""y"":191}]}]}",kma1660@gmail.com,navigator_computer_vision,1537475522000,19.88,2016-11-12_detect4_2016-11-12-14-53-37_bag__right_right_image_raw17186344783109,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb188z6d1an0780y63aqca8
cjmb17tm8ogo20728u4af96e1,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_chained1_2016-11-12-13-08-10_bag__stereo_right_image_raw10789737348163.png,"{""None"":[{""geometry"":{""x"":490,""y"":190}}]}",kma1660@gmail.com,navigator_computer_vision,1537475502000,1.281,2016-11-12_chained1_2016-11-12-13-08-10_bag__stereo_right_image_raw10789737348163,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb17tm8ogo20728u4af96e1
cjmb17sf2ogna0728p9tu3ws0,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_buoys_2016-11-12-10-42-28_bag__stereo_left_image_raw2080915935403.png,"{""totem_blue"":[{""geometry"":[{""x"":405,""y"":98},{""x"":405,""y"":206},{""x"":491,""y"":206},{""x"":491,""y"":98}]}]}",kma1660@gmail.com,navigator_computer_vision,1537475500000,4.898,2016-11-12_buoys_2016-11-12-10-42-28_bag__stereo_left_image_raw2080915935403,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb17sf2ogna0728p9tu3ws0
cjmb17omsd15b0780a38a0xby,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_chained1_2016-11-12-13-08-10_bag__right_right_image_raw10867343914552.png,"{""None"":[{""geometry"":{""x"":577,""y"":360}}]}",kma1660@gmail.com,navigator_computer_vision,1537475495000,1.733,2016-11-12_chained1_2016-11-12-13-08-10_bag__right_right_image_raw10867343914552,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb17omsd15b0780a38a0xby
cjmb17n97ogls0728c17yl9z9,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_detect2_2016-11-12-11-57-27_bag__right_right_image_raw6508193734167.png,"{""cruciform_green"":[{""geometry"":[{""x"":511,""y"":252},{""x"":511,""y"":331},{""x"":568,""y"":331},{""x"":568,""y"":252}]}],""triangle_red"":[{""geometry"":[{""x"":611,""y"":261},{""x"":611,""y"":337},{""x"":651,""y"":337},{""x"":651,""y"":261}]}],""target_large"":[{""geometry"":[{""x"":492,""y"":194},{""x"":492,""y"":240},{""x"":530,""y"":240},{""x"":530,""y"":194}]},{""geometry"":[{""x"":601,""y"":193},{""x"":601,""y"":247},{""x"":628,""y"":247},{""x"":628,""y"":193}]}],""target_small"":[{""geometry"":[{""x"":550,""y"":200},{""x"":550,""y"":233},{""x"":577,""y"":233},{""x"":577,""y"":200}]},{""geometry"":[{""x"":641,""y"":212},{""x"":641,""y"":246},{""x"":657,""y"":246},{""x"":657,""y"":212}]}]}",kma1660@gmail.com,navigator_computer_vision,1537475494000,32.556,2016-11-12_detect2_2016-11-12-11-57-27_bag__right_right_image_raw6508193734167,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb17n97ogls0728c17yl9z9
cjmb16y4yogf70728vcqr9t4i,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_lookatobjects_ira_2016-11-12-11-14-45_bag__stereo_right_image_raw4052647212995.png,"{""None"":[{""geometry"":{""x"":524,""y"":248}}]}",kma1660@gmail.com,navigator_computer_vision,1537475461000,1.478,2016-11-12_lookatobjects_ira_2016-11-12-11-14-45_bag__stereo_right_image_raw4052647212995,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb16y4yogf70728vcqr9t4i
cjmb16wybd0x407803hja6d74,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_2016-11-12-16-12-17_bag__right_right_image_raw21840959693761.png,"{""target_large"":[{""geometry"":[{""x"":774,""y"":119},{""x"":774,""y"":223},{""x"":873,""y"":223},{""x"":873,""y"":119}]}]}",kma1660@gmail.com,navigator_computer_vision,1537475459000,5.172,2016-11-12_2016-11-12-16-12-17_bag__right_right_image_raw21840959693761,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb16wybd0x407803hja6d74
cjmb16swbogch0728yzt6rzcj,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_detect1_2016-11-12-11-44-02_bag__right_right_image_raw5754852215418.png,"{""triangle_red"":[{""geometry"":[{""x"":507,""y"":259},{""x"":507,""y"":336},{""x"":582,""y"":336},{""x"":582,""y"":259}]}],""target_large"":[{""geometry"":[{""x"":486,""y"":188},{""x"":486,""y"":242},{""x"":535,""y"":242},{""x"":535,""y"":188}]}],""target_small"":[{""geometry"":[{""x"":561,""y"":204},{""x"":561,""y"":243},{""x"":591,""y"":243},{""x"":591,""y"":204}]}]}",kma1660@gmail.com,navigator_computer_vision,1537475454000,13.815,2016-11-12_detect1_2016-11-12-11-44-02_bag__right_right_image_raw5754852215418,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb16swbogch0728yzt6rzcj
cjmb16i73d0sh0780d7u79txe,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_lookatobjects_ira_2016-11-12-11-14-45_bag__stereo_right_image_raw4028573291912.png,"{""totem_red"":[{""geometry"":[{""x"":488,""y"":105},{""x"":488,""y"":258},{""x"":593,""y"":258},{""x"":593,""y"":105}]}]}",kma1660@gmail.com,navigator_computer_vision,1537475440000,5.992,2016-11-12_lookatobjects_ira_2016-11-12-11-14-45_bag__stereo_right_image_raw4028573291912,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb16i73d0sh0780d7u79txe
cjmb16dj4og5y0728t2hg5s68,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_2016-11-12-12-56-46_bag__stereo_left_image_raw10078805512873.png,"{""totem_blue"":[{""geometry"":[{""x"":114,""y"":105},{""x"":114,""y"":219},{""x"":220,""y"":219},{""x"":220,""y"":105}]}]}",kma1660@gmail.com,navigator_computer_vision,1537475434000,5.115,2016-11-12_2016-11-12-12-56-46_bag__stereo_left_image_raw10078805512873,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb16dj4og5y0728t2hg5s68
cjmb169l8og3q0728lm4x8wrk,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_2016-11-12-16-07-59_bag__right_right_image_raw21593181664272.png,"{""triangle_red"":[{""geometry"":[{""x"":519,""y"":236},{""x"":519,""y"":429},{""x"":699,""y"":429},{""x"":699,""y"":236}]}],""target_large"":[{""geometry"":[{""x"":476,""y"":71},{""x"":476,""y"":199},{""x"":592,""y"":199},{""x"":592,""y"":71}]}],""target_small"":[{""geometry"":[{""x"":662,""y"":110},{""x"":662,""y"":196},{""x"":735,""y"":196},{""x"":735,""y"":110}]}]}",kma1660@gmail.com,navigator_computer_vision,1537475429000,19.629,2016-11-12_2016-11-12-16-07-59_bag__right_right_image_raw21593181664272,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb169l8og3q0728lm4x8wrk
cjmb15uddofy30728rxnc08rs,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_chained1_2016-11-12-13-08-10_bag__stereo_right_image_raw10939834350966.png,"{""circle_green"":[{""geometry"":[{""x"":646,""y"":46},{""x"":646,""y"":131},{""x"":707,""y"":131},{""x"":707,""y"":46}]}],""triangle_red"":[{""geometry"":[{""x"":544,""y"":60},{""x"":544,""y"":140},{""x"":596,""y"":140},{""x"":596,""y"":60}]}]}",kma1660@gmail.com,navigator_computer_vision,1537475409000,11.139,2016-11-12_chained1_2016-11-12-13-08-10_bag__stereo_right_image_raw10939834350966,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb15uddofy30728rxnc08rs
cjmb15lsnd0id0780g4qirzee,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_detect4_2016-11-12-14-53-37_bag__right_right_image_raw17065917445275.png,"{""circle_green"":[{""geometry"":[{""x"":126,""y"":238},{""x"":126,""y"":316},{""x"":169,""y"":316},{""x"":169,""y"":238}]}],""triangle_blue"":[{""geometry"":[{""x"":215,""y"":246},{""x"":215,""y"":324},{""x"":286,""y"":324},{""x"":286,""y"":246}]}]}",kma1660@gmail.com,navigator_computer_vision,1537475398000,12.639,2016-11-12_detect4_2016-11-12-14-53-37_bag__right_right_image_raw17065917445275,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb15lsnd0id0780g4qirzee
cjmb15c0yofs90728ekdkonyj,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_dock4_2016-11-12-14-17-54_bag__stereo_left_image_raw14946946475749.png,"{""None"":[{""geometry"":{""x"":320,""y"":339}}]}",kma1660@gmail.com,navigator_computer_vision,1537475386000,2.897,2016-11-12_dock4_2016-11-12-14-17-54_bag__stereo_left_image_raw14946946475749,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb15c0yofs90728ekdkonyj
cjmb159rgd0ew078077jru2vo,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_dock2_2016-11-12-14-16-13_bag__stereo_right_image_raw14837383882895.png,"{""None"":[{""geometry"":{""x"":325,""y"":213}}]}",kma1660@gmail.com,navigator_computer_vision,1537475383000,1.502,2016-11-12_dock2_2016-11-12-14-16-13_bag__stereo_right_image_raw14837383882895,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb159rgd0ew078077jru2vo
cjmb158h0ofqj0728rkww2ron,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_2016-11-12-12-56-46_bag__stereo_left_image_raw10070777646917.png,"{""totem_blue"":[{""geometry"":[{""x"":248,""y"":101},{""x"":248,""y"":198},{""x"":332,""y"":198},{""x"":332,""y"":101}]}]}",kma1660@gmail.com,navigator_computer_vision,1537475381000,4.776,2016-11-12_2016-11-12-12-56-46_bag__stereo_left_image_raw10070777646917,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb158h0ofqj0728rkww2ron
cjmb154rhofpi0728yoan9a6y,https://ci.mil.ufl.edu/labelme/datasets/navigator-datasets/navigator_pointgrey_wauburg_2016_11_12/2016-11-12_lookatobjects_ira_2016-11-12-11-14-45_bag__stereo_right_image_raw3984290933794.png,"{""None"":[{""geometry"":{""x"":401,""y"":251}}]}",kma1660@gmail.com,navigator_computer_vision,1537475376000,1.765,2016-11-12_lookatobjects_ira_2016-11-12-11-14-45_bag__stereo_right_image_raw3984290933794,,navigator_pointgrey_wauburg_2016_11_12.json,[],https://image-segmentation-v4.labelbox.com?project=cjm82v7349sed0780ftl7pawi&label=cjmb154rhofpi0728yoan9a6y
